id,name,country,primary_subfield,total_publications,Artificial Intelligence,Computational Theory and Mathematics,Computer Graphics and Computer-Aided Design,Computer Networks and Communications,Computer Science Applications,Computer Vision and Pattern Recognition,Hardware and Architecture,Human-Computer Interaction,Information Systems,Signal Processing,Software
A5033595230,Letícia Helena Medeiros Veloso,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5051859334,Luís Pérez Zotes,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5080005801,Mayara Haddad Borges,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5083224151,María Chara,AR,Artificial Intelligence,2,2,0,0,0,0,0,0,0,0,0,0
A5069856561,R. Podestá,AR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5082028206,Luciane Quoos,BR,Artificial Intelligence,19,17,1,0,0,0,0,0,0,1,0,0
A5022225607,Ricardo Toledano,AR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5102861551,Marcos Antonio Soares de Andrade Filho,ES,Information Systems,3,0,0,0,0,1,0,0,0,2,0,0
A5102901681,Alexandre Marins Duarte,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5111221110,Fernanda Souto dos Santos,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5102661040,Lays Méryce Coelho de Souza,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5095694469,Leandromar Brandalise,ES,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5108926995,Renato Fernandes dos Santos,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5102661041,Tayná Fabiano da Silva Souza,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5096802419,Thiago Henrique Catalano,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5062009354,William Wladimir Barreto Zúñiga,CR,Information Systems,3,0,0,0,0,0,0,0,0,3,0,0
A5113200330,Alicia Elizabeth Alprecht Montiel,AR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5096802434,Carolina Estefanía Guzmán Alprecht,ES,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5109713548,María Soledad Cañar Torres,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5096773135,Washington Paolo Ramírez Cáceres,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5096773398,Helena Harthmann,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5091563755,Susane Barros,BR,Information Systems,3,0,0,0,0,0,0,0,0,3,0,0
A5083776387,Victor E. Camargo,BR,Computer Networks and Communications,5,0,0,0,5,0,0,0,0,0,0,0
A5087638191,Patrick Louodop,CM,Computer Networks and Communications,16,1,0,0,15,0,0,0,0,0,0,0
A5037339887,Fernando F. Ferreira,BR,Computer Networks and Communications,8,0,0,0,8,0,0,0,0,0,0,0
A5044316356,Rafaela Blanch Pires,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5012909494,Andresa Gomes de Paula,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5012013779,Renata Cristina Gasparino,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5051645047,Elena Bohomol,BR,Information Systems,3,0,0,0,0,0,0,0,0,3,0,0
A5054465347,Eliane Somavilla,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5071457919,Gisele de Lorena Diniz Chaves,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5075943018,Lilian Markenzon,BR,Computational Theory and Mathematics,9,0,9,0,0,0,0,0,0,0,0,0
A5071445621,Allana S. S. de Oliveira,BR,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5089667016,Cybele T. M. Vinagre,BR,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5080289100,Rosana Gomes Ferreira,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5088065933,Rosana Pereira dos Santos,BR,Information Systems,3,0,0,0,0,0,0,0,0,3,0,0
A5001734661,Juliana Machado dos Santos,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5104296302,Jessica Soldani Couto,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5096911723,Vitória Hoelz Schettini,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5036285612,Julia Rodrigues Martins Pastor dos Santos,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5068256611,Cristiane Barata-Silva,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5064479927,Rosane Gomes Alves Lopes,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097109855,Denise Carrenho,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5096911808,Bruno De Morais Cury,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5055657704,Micael Andrade Dias,BR,Artificial Intelligence,4,2,0,0,1,0,1,0,0,0,0,0
A5058758241,Francisco de Assis,BR,Artificial Intelligence,16,11,0,0,1,0,2,0,0,0,2,0
A5111191583,André Luiz Emmel SILVA,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5096970707,CAROLINA DE ARAÚJO MACHADO,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5111191763,FABIANA SOUSA DE MACEDO,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5113202027,Karen Lôbo da Costa Oliveira,BR,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5078935970,Bruno Vinícius Nascimento Oliveira,BR,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5096943515,Breno Bosi Rodrigues Cavallari,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5096971092,CAROLINE MAGRINI TURINI,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5104296881,MURILO CÉSAR DO NASCIMENTO,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5035636926,Munyra Rocha Silva Assunção,BR,Information Systems,6,0,0,0,0,0,0,0,0,6,0,0
A5113202049,SILVANA MARIA COELHO LEITE FAVA,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5022709096,Marina Bortoluz Polidoro,BR,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5088209758,Marcelo M. Cavalcanti,BR,Computational Theory and Mathematics,2,0,2,0,0,0,0,0,0,0,0,0
A5049035398,V. N. Domingos Cavalcanti,BR,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5017417125,Daniel Panario,CA,Artificial Intelligence,17,14,0,0,0,0,1,0,0,2,0,0
A5058253113,Felipe Alves Mourato,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5102662017,Fernanda Miyuki Sasaki,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5104297040,Júlia Carvalheira Altino De Almeida,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097353144,Paulo José de Almeida Filho,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5102863616,Aline Lopes Garcia Leal,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5038346338,Cristiana Altino de Almeida,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5102662018,Maria Amorim de Almeida,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5028066115,Antônio Felipe de França Sales,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5080460623,Kaylon Kelvin dos Santos Godê,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5114158657,Beatriz Arruda Matheos de Lima,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097082089,Symone Margareth Braga Rodrigues de Melo,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5111191974,Allisson Francisco de Morais,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5070925167,Simone Cristina Soares Brandão,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5046885761,Lúcia de Fátima Nunes Freitas,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5048231527,Vítor Machado,BR,Artificial Intelligence,4,4,0,0,0,0,0,0,0,0,0,0
A5030111854,Mário Benevides,BR,Artificial Intelligence,17,16,1,0,0,0,0,0,0,0,0,0
A5103264748,S. Oliveira,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5111192137,Ana Célia Pelaes da Silva,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5111192138,Dirley Cardoso Moreira,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5085780092,Anneli Mercedes Célis de Cárdenas,BR,Information Systems,6,0,1,0,0,0,0,0,0,5,0,0
A5055753024,Jens Kieckbusch,BR,Computational Theory and Mathematics,2,0,2,0,0,0,0,0,0,0,0,0
A5067992725,Philip Teare,BR,Computational Theory and Mathematics,2,0,2,0,0,0,0,0,0,0,0,0
A5003884076,Glauber Cícero Ferreira Biazo,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5059396016,José Pacheco,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5033610179,Antônio Maria Garcia Tommaselli,BR,Computer Vision and Pattern Recognition,8,0,0,0,0,0,7,0,0,0,1,0
A5075110074,Aline Amaro da Silva,BR,Computer Science Applications,1,0,0,0,0,1,0,0,0,0,0,0
A5097139451,Vinicius Rangel Faustino,BR,Computer Science Applications,1,0,0,0,0,1,0,0,0,0,0,0
A5114159047,Ruth Liliana Ramirez Benavides,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5054725298,Lucas Pacheco,BR,Computer Networks and Communications,5,1,0,0,3,0,1,0,0,0,0,0
A5067895175,Antonio Di Maio,CH,Computer Networks and Communications,6,1,0,0,4,0,1,0,0,0,0,0
A5036368974,Saraí de Brito Cardoso,BR,Information Systems,3,0,0,0,0,0,0,0,0,3,0,0
A5024935597,Lucas Camargo Carrilho de Castro,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5039227987,Francisca Aline Amaral da Silva,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5027890135,Ivonizete Pires Ribeiro,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5059890645,Hérica Emília Félix de Carvalho,BR,Information Systems,3,0,0,0,0,0,0,0,0,3,0,0
A5013929380,Alice Santiago de Resende,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5025239152,Anna Marcella Neves Dias,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5013504095,Antônio Guido da Silva Neto,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5102920138,Danielle Cristina Zimmermann Franco,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5091633228,João Victor Maciel do Vale,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5089381070,José Augusto Ferreira Souto de Souza,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5002726166,Laura Franco Urso Beraldo Moraes,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5111192863,Nathália Barbosa do Espiríto Santo Mendes,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097331055,Sebastião José de Almeida Júnior,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5092516163,Aline Grosskopf Monich,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097354487,Anaí Caroline Hamann Gasperin,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5019834180,João Luiz dos Santos Carneiro,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5052281191,Rafael Fernandes Romani,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5048855438,Michelangelo Tissi Baldin,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5049437337,Leonardo Lagoeiro,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5097356231,Martin Andreonni,AE,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5034290489,Santi Caballé,ES,Computer Science Applications,1,0,0,0,0,1,0,0,0,0,0,0
A5041279033,Nicola Capuano,IT,Computer Science Applications,1,0,0,0,0,1,0,0,0,0,0,0
A5102736002,Miguel Lino,BR,Computer Networks and Communications,7,0,0,0,7,0,0,0,0,0,0,0
A5028448450,Carlos Montez,BR,Computer Networks and Communications,38,1,0,0,33,0,0,0,0,4,0,0
A5069029497,Érico Leão,BR,Computer Networks and Communications,17,0,0,0,17,0,0,0,0,0,0,0
A5093884370,Angelus Fayran,BR,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5014021824,Wallace Carriço de Almeida,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5064758095,Rosemary dos Santos,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5027138056,Mirian Maia do Amaral,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5044152372,Wellington Ferreira Rodrigues,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097848369,Thayná Santos Amaral,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5093069098,Ismael de Alencar Pessoa,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5109414368,Jefferson Costa de Oliveira,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097740688,Tatiana Pires de Souza,BE,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5111193778,Claudio Silva,US,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5061672624,Yurii Piadyk,US,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5082777407,João Rulff,US,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5046160172,Daniele Panozzo,US,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5111193779,Maria Beatriz Silva,US,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5113204738,Antonio Alamo Feitosa Saraiva,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5041010236,Naiara C. Oliveira,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5023441663,Flaviana Jorge de Lima,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5021233343,Renan Alfredo Machado Bantim,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5113204737,Otavio Jose De Freitas Gomes,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5087758781,Akinobu Watanabe,US,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5066536825,Gleice Assunção da Silva,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5053196419,Dominic Potts,GB,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5006554079,Crescent Jicol,GB,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5085864714,Eamonn O’Neill,GB,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5097605618,Zoe Broad,GB,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5097605684,Tarini Sehgal,GB,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5063750331,Joseph P. Hartley,GB,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5114159694,Paulo Rogério Nunes de Sousa,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5040155910,Eduardo de Miranda Batista,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5102765494,Danilo Ferreira,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5108928450,Andreza Kettlyn Sales de Araújo,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5017008230,Pablo Alves,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097687130,Lais Freire,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097821613,Ana Beatriz Da Silva Mourão,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097795026,Daniele Santos Abreu,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097687131,José Themistocles Frazão de Araújo,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5101902906,José Maurício De Carvalho Paes de Andrade,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5087699410,Flávia Fabiane Fernandes Senário,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097982017,Gisleine Fernandes Fidelix Hulse,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5060289599,Valdirene Solano Dias,ES,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5085027812,Maria Andréia Gonçalves,ES,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5071757643,Wesley R. Bezerra,BR,Computer Networks and Communications,2,0,0,0,1,0,0,0,0,0,1,0
A5043273154,Nathália Helena Azevedo,NL,Information Systems,3,0,0,0,0,0,0,0,0,3,0,0
A5091576013,Paula Cristina Cardoso Mendonça,BR,Information Systems,4,0,0,0,0,1,0,0,0,3,0,0
A5075872224,Leonardo Rebouças de Carvalho,BR,Information Systems,14,3,0,0,1,0,1,0,0,9,0,0
A5054411995,Bruno Kamienski,BR,Information Systems,5,1,0,0,0,0,0,0,0,4,0,0
A5031701924,Aletéia Araújo,BR,Information Systems,54,3,0,0,13,1,2,0,0,30,5,0
A5077269684,George Azevedo de Oliveira,BR,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5038092947,Bruno Gildo Dalla Vecchia Morales,BR,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5003975230,Rosa Maria O. Sousa,BR,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5057854962,Soraya dos Santos Pereira,BR,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5079020357,Deborah Antunes,BR,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5054175906,Ernesto R. Caffarena,BR,Computational Theory and Mathematics,4,0,4,0,0,0,0,0,0,0,0,0
A5081363009,Fábio Marques de Souza,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5013280717,Laís de Sousa Nóbrega Aguiar Pereira,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097983126,Alexandre De Souza Cruz,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097928902,Inácio Hélio Moreira do Nascimento,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5016081646,Déborah Letícia Ferreira de Sousa,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5111194689,Fernando Duarte Barroso,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5058077332,Nelson Hamerschlak,BR,Information Systems,3,0,0,0,0,0,1,0,0,2,0,0
A5047262785,Miracy da Silva Maia,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097929090,Ana Paula de Oliveira Freitas,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5102806942,Leandro Cardoso,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5097956718,Rogério Faria D’Ávila,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5114160093,Natália Caroline Costa de Oliveira,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5004270435,Vinícius Diniz Mayrink,BR,Artificial Intelligence,4,4,0,0,0,0,0,0,0,0,0,0
A5097958321,Isabella Pacifico Hildebrandi,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097958322,Giulia de Moraes Grilo,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097958323,Isadora Medina Simião dos Santos,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5085945669,Emerson de Albuquerque Seixas,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5044163794,Beatriz Angieuski Camacho,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5007030358,Suellen Aparecida Patrício Pereira,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5073168031,Lucas Manoel Oliveira Costa,BR,Information Systems,4,0,0,0,0,0,0,0,0,4,0,0
A5064419803,Daniele Vieira da Silva Blamires,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5071149175,Maria Aparecida de Sousa Moura,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5074966375,Júlia Oliveira Melo,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5016774721,Luis Silva,US,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5017662305,Luise Gomes da Motta,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5069626194,Lynn E. Eberly,US,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5036026118,Alexsandro Narciso de Oliveira,,Information Systems,3,0,0,0,0,0,0,0,0,3,0,0
A5088764248,Maria Helena Brizido Marinho Barreto,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5104666678,Ismael de Moura de Moura Costa,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5025482582,André Henrique de Siqueira,BR,Artificial Intelligence,2,1,0,0,0,0,0,0,0,1,0,0
A5018785078,Adriane Dias de Rossi,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5000261464,Manoel Antônio dos Santos,BR,Information Systems,4,0,0,0,0,0,0,0,0,4,0,0
A5023375407,Jorge Henrique Corrêa dos Santos,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5090275709,Sandra Cristina Pillon,BR,Information Systems,5,0,0,0,0,0,0,0,0,5,0,0
A5024101879,Érika Arantes de Oliveira‐Cardoso,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5102664454,Adriana Pereira,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5018819368,Rose Mary Costa Rosa Andrade Silva,BR,Information Systems,8,0,0,0,0,0,0,0,0,8,0,0
A5010319167,Eliane Ramos Pereira,BR,Information Systems,7,0,0,0,0,0,0,0,0,7,0,0
A5053557154,Janaína Mengal Gomes Fabri,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5039443978,Cristiane dos Santos Rosa,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5113206813,Rosimere Ferreira Santana,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5113206814,Graziele Ribeiro Bitencout,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5007812050,Tomás Roberto Cotta Orlandi,BR,Information Systems,5,0,0,0,0,0,0,0,0,5,0,0
A5075148517,Lucas S Maia,BR,Signal Processing,1,0,0,0,0,0,0,0,0,0,1,0
A5023777950,Martín Rocamora,ES,Signal Processing,1,0,0,0,0,0,0,0,0,0,1,0
A5016720291,Luiz W. P. Biscainho,BR,Signal Processing,13,2,0,0,0,0,2,0,0,0,9,0
A5021235229,Magdalena Fuentes,US,Signal Processing,3,0,0,0,0,0,1,0,0,0,2,0
A5098402078,Kilmer Pereira Boente,BR,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5089671535,Carlos Alberto Nunes Cosenza,BR,Artificial Intelligence,5,3,0,0,1,1,0,0,0,0,0,0
A5061347935,Edison Conde Perez dos Santos,,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5027194351,Vinícius Marques da Silva Ferreira,BR,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5061358613,Gustavo Bastos de Andrade,BR,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5034029996,Ricardo Marciano dos Santos,,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5044250001,Stanislaus Hermaditoyo,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5098578411,Carmelita Dhema,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5002431404,Vinícius Vargas Vieira dos Santos,BR,Human-Computer Interaction,2,0,0,0,0,0,0,0,2,0,0,0
A5022944109,Tiago Baumfeld,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5103022954,Tainne Gomes Lopes,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5098622245,Gustavo Henrique Dornela de Souza,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5085047854,Eduardo Frois Temponi,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5098657045,Lucas do Amaral Santos,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5059925972,Gustavo Araújo Nunes,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5043057868,Cecília Ferreira de Aquino,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5064673026,Túlio Vinícius de Oliveira Campos,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5102615099,Michelle Massessini Faria Freitas,BR,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5111196071,Diego Henrique Lemos Ramos,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5100633506,Rômulo de Morais e Oliveira,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5081427224,Cristhiano Duarte,BR,Artificial Intelligence,4,4,0,0,0,0,0,0,0,0,0,0
A5104300459,Víctor Emilio Mora Velasco,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5098402733,Natalia Alejandra López Proaño,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5113207790,Evelyn Nathaly Larrea López,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5029293884,Hilda Frias,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5107809757,Orlando Bladimir Aldáz Mejía,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5098622900,Ricardo Daniel Criollo Yucailla,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5025168567,Alexandra Nogueira Mello Lopes,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5038892290,Michelle Dornelles Santarém,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5000152274,Mariur Gomes Beghetto,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5098403024,Maximina M. Freire,BR,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5098657859,Cristiane Freire de Sá,BR,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5104300671,Carlos Henrique Natal Gomes,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5068141166,Alessandra Cristina Guedes Pellini,BR,Information Systems,3,1,0,0,0,0,0,0,0,2,0,0
A5027079868,Vítor Rodrigues Tonon,BR,Information Systems,5,1,0,0,0,0,0,0,0,4,0,0
A5020191664,Lina Garcés,BR,Artificial Intelligence,23,8,0,0,0,0,7,0,0,8,0,0
