id,name,country,primary_subfield,total_publications,Artificial Intelligence,Computational Theory and Mathematics,Computer Graphics and Computer-Aided Design,Computer Networks and Communications,Computer Science Applications,Computer Vision and Pattern Recognition,Hardware and Architecture,Human-Computer Interaction,Information Systems,Signal Processing,Software
A5053631086,Tirtha Chanda,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5031320542,Katja Hauser,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5046389977,Sarah Hobelsberger,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5010368340,Tabea-Clara Bucher,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5004752636,Carina Nogueira Garcia,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5069221894,Christoph Wies,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5000215116,Harald Kittler,AT,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5035102732,Philipp Tschandl,AT,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5062898613,Cristián Navarrete‐Dechent,CL,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5054626443,Sebastián Podlipnik,ES,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5018425729,Emmanouil Chousakos,GR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5023029456,Iva Crnaric,HR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5036299770,Jovana Majstorovic,RS,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5038104579,Linda Alhajwan,AE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5015195027,Tanya Foreman,US,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5084350465,Sandra Peternel,HR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5004864473,Sergei Sarap,EE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5093630497,İrem Özdemir,TR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5044032877,Raymond L. Barnhill,FR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5041642951,Mar Llamas‐Velasco,ES,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5076600698,Gabriela Poch,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5107522423,Sören Korsing,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5058670875,Wiebke Sondermann,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5088740883,Frank Friedrich Gellrich,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5072203765,Markus V. Heppt,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5009718678,Michael Erdmann,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5025256131,Sebastian Haferkamp,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5036085556,Konstantin Drexler,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5076078511,Matthias Goebeler,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5008750058,Bastian Schilling,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5007887862,Jochen Utikal,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5055619378,Kamran Ghoreschi,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5006404204,Stefan Fröhling,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5091513635,Eva Krieghoff‐Henning,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5022501254,Alexander Salava,FI,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5075754000,Alexander Thiem,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5093720084,Alexandris Dimitrios,GR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5046718529,Amr Mohammad Ammar,EG,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5093720085,Ana Sanader Vučemilović,HR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5057034634,Andrea Miyuki Yoshimura,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5048021410,Andzelka Ilieva,MK,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5017486762,Anja Gesierich,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5087727500,Antonia Reimer,US,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5036480485,Antonios G.A. Kolios,CH,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5008164030,Arturs Kaļva,LV,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5069861684,Arzu Ferhatosmanoğlu,TR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5071584722,Aude Beyens,BE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5024012524,Claudia Pföhler,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5093720086,Dilara Ilhan Erdil,TR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5086115290,Dobrila Jovanovic,RS,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5081993788,Emőke Rácz,NL,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5064240367,Falk G. Bechara,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5018441054,Federico Vaccaro,IT,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5008364803,Florentia Dimitriou,CH,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5070515417,Günel Rasulova,TR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5042910117,Hülya Cenk,TR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5093720087,Irem Yanatma,TR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5053243248,Isabel Kolm,CH,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5021850870,Isabelle Hoorens,BE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5093720088,Iskra Petrovska Sheshova,MK,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5081179310,Ivana Jocic,RS,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5113796131,Jana Knuever,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5093720089,Janik Fleißner,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5058437975,Janis Thamm,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5101656325,Johan Dahlberg,SE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5010181821,Juan José Lluch‐Galcerá,ES,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5035573181,Juan Sebastián Andreani Figueroa,CL,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5083876713,Julia Holzgruber,AT,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5048315297,Julia Welzel,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5049246027,Katerina Damevska,MK,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5109674308,Kristine Elisabeth Mayer,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5005055433,Lara Valeska Maul,CH,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5093720090,Laura Garzona-Navas,CR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5093720091,Laura Isabell Bley,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5034303822,Laurenz Schmitt,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5093720092,Lena Reipen,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5065993378,Lidia Shafik,GB,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5083213923,Lidija Petrovska,MK,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5051714782,Linda Golle,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5093720093,Luise Jopen,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5093720094,Magda Gogilidze,US,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5065019102,Maria Rosa Burg,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5074982086,Martha Alejandra Morales‐Sánchez,MX,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5047594588,Martyna Sławińska,PL,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5041738255,Miriam Mengoni,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5019780661,Miroslav Dragolov,BG,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5091173312,N. Iglesias-Pena,ES,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5022374794,Nina Booken,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5059300553,Nkechi Anne Enechukwu,NG,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5114045858,Oana‐Diana Persa,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5019762875,Olumayowa Abimbola Oninla,NG,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5093720095,Panagiota Theofilogiannakou,GR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5073204062,Paula Kage,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5093720096,Roque Rafael Oliveira Neto,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5077198891,Rosario Peralta,AR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5078612595,Rym Afiouni,LB,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5065666836,Sandra Schuh,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5076454880,Saskia Schnabl-Scheu,DE,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5063412100,Seçil Vural,TR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5030401820,Sharon Hudson,AU,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5026903935,Mohamed Amine Ferrag,AE,Computer Networks and Communications,2,0,0,0,1,0,0,0,0,1,0,0
A5019448525,Mthandazo Ndhlovu,AE,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5073042391,Norbert Tihanyi,HU,Computer Networks and Communications,3,0,0,0,1,0,0,0,0,1,0,1
A5057689302,Lucas C. Cordeiro,BR,Computational Theory and Mathematics,52,8,28,0,1,0,1,4,0,1,1,8
A5056145687,Mérouane Debbah,AE,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5067192938,Thierry Lestable,AE,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5093874303,Narinderjit Singh Thandi,AE,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5064707937,Izhar Wallach,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5013707598,Denzil Bernard,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5111630306,Kong T. Nguyen,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5111329264,Gregory Ho,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5105717035,Adrian R. Morrison,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5051495639,Adrian Stecuła,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5022900085,Andreana M. Rosnik,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5103734057,Ann O’Sullivan,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5104267935,Aram Davtyan,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5109697414,Ben Samudio,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5109783186,Bill Thomas,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5112207045,Brad Worley,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5037742416,Brittany Butler,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5001004121,Christian Laggner,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5001265999,Desiree A. Thayer,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5031575603,Ehsan Moharreri,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5021361645,Greg Friedland,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5081916417,Ha H. Truong,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5024202025,Henry van den Bedem,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5103195920,Ho Leung Ng,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5014635524,Kate A. Stafford,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5013591755,Krishna K. Sarangapani,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5104701236,Kyle Giesler,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5094302089,Lien Ngo,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5066757057,Michael M. Mysinger,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5053788312,Mostafa Ahmed,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5012901895,Nicholas J. Anthis,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5011259040,Niel M. Henriksen,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5023408252,Paweł Gniewek,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5113157641,S.R. Eckert,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5001515882,Saulo de Oliveira,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5104746817,Shabbir Suterwala,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5094302094,Srimukh Veccham Krishna PrasadPrasad,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5094302095,Stefani Shek,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5081561390,Stephanie Contreras,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5027743970,Stephanie R. Hare,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5039362640,Teresa A. Palazzo,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5061622066,Terrence E. O’Brien,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5053287482,Tessa Van Grack,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5063004297,Tiffany Williams,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5033346216,Ting‐Rong Chern,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5018284218,Victor Kenyon,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5112276176,Andreia H. Lee,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5110689589,Andrew B. Cann,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5111158144,Bastiaan Bergman,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5082791450,Brandon Anderson,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5068142513,Bryan D. Cox,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5044027406,Jeffrey M. Warrington,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5024631076,Jon M. Sorenson,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5013671556,Joshua M. Goldenberg,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5102185527,Matthew A. Young,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5104723595,Nicholas DeHaan,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5094302099,Ryan P. Pemberton,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5091635164,Stefan Schroedl,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5021670292,Tigran M. Abramyan,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5111312027,T. Raghavendra Gupta,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5016723789,Venkatesh Mysore,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5051413152,Adam G. Presser,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5020549289,Adolfo A. Ferrando,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5012731266,Adriano D. Andricopulo,BR,Computational Theory and Mathematics,8,0,8,0,0,0,0,0,0,0,0,0
A5062873254,Agnidipta Ghosh,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5052055171,Aicha Gharbi Ayachi,SG,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5043558275,Aisha Mushtaq,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5071984714,Ala M. Shaqra,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5051040885,Alan Kie Leong Toh,AU,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5002671842,Alan V. Smrcka,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5024098581,Alberto Ciccia,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5062193850,Aldo Sena de Oliveira,BR,Computational Theory and Mathematics,3,0,2,0,0,1,0,0,0,0,0,0
A5010832005,Aleksandr Sverzhinsky,CA,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5068666119,Alessandra Mara de Sousa,BR,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5042588260,Alexander I. Agoulnik,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5109697418,Alexander Kushnir,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5081327494,Alexander N. Freiberg,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5078747003,Alexander V. Statsyuk,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5047095751,Alexandre R. Gingras,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5009470126,Alexei Degterev,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5009136617,Alexey Tomilov,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5082023576,Alice Vrielink,AU,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5111158149,Alisa A. Garaeva,NL,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5104705460,Amanda Bryant-Friedrich,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5035048768,Amedeo Caflisch,CH,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5113079256,Amit K. Patel,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5105792386,Amith Vikram Rangarajan,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5011623267,An Matheeussen,BE,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5021690286,Andrea Battistoni,IT,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5091425823,Andrea Caporali,GB,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5077925546,Andrea Chini,ES,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5071863016,Andrea Ilari,IT,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5017449175,Andrea Mattevi,IT,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5070189271,Andrea Foote,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5041407933,Andrea Trabocchi,IT,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5102855953,Andreas Stahl,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5084618570,Andrew B. Herr,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5050013961,Andrew D. Berti,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5113386042,Andrew Freywald,CA,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5025395108,Andrew G. Reidenbach,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5000763849,Andrew Lam,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5047682972,Andrew Cuddihy,CA,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5016077667,Andrew D. White,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5084138562,Angelo Taglialatela,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5051060321,Sylvia Frühwirth‐Schnatter,AT,Signal Processing,1,0,0,0,0,0,0,0,0,0,1,0
A5027631347,Darjus Hosszejni,AT,Signal Processing,1,0,0,0,0,0,0,0,0,0,1,0
A5068729286,Hedibert F. Lopes,BR,Artificial Intelligence,4,2,0,0,0,0,1,0,0,0,1,0
A5075440280,Franklin Oliveira,BR,Computer Networks and Communications,6,0,0,0,3,0,3,0,0,0,0,0
A5068969835,Daniel G. Costa,BR,Computer Networks and Communications,56,5,1,0,38,3,7,0,0,0,2,0
A5009066525,Flávio Assis,BR,Computer Networks and Communications,7,0,0,0,4,0,3,0,0,0,0,0
A5079474193,Ivanovitch Silva,BR,Computer Networks and Communications,40,8,0,0,19,5,5,0,0,2,1,0
A5094121453,Cynthia Michel Olguín-Martínez,MX,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5003655019,Rene Isaac Bracho Rivera,PA,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5044559382,Rita Liss Ramos Pérez,PA,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5085776680,Juan Richar Villacorta Guzmán,,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5062366562,Rafael Romero-Carazas,,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5072331457,Nancy Rosillo Suárez,EC,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5033273824,Aarón Samuel Bracho Mosquera,PA,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5092651574,José Gregorio Mora-Barajas,VE,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5092651573,Amarelys Román-Mireles,VE,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5094121450,Aida Maygualida Rodríguez-Álvarez,VE,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5049984759,César Carbache Mora,EC,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5091987560,Elizabeth del Carmen Ormaza Esmeraldas,EC,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5024080924,Bertha Silvana Vera Barrios,MX,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5088057115,Mario Pedro Rodríguez Vásquez,BR,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5057300089,Rogelio Buelna Sánchez,MX,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5029585142,María Teresa De Jesús De La Paz Rosales,MX,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5092409844,Daniel Omar Nieves-Lizárraga,MX,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5094115555,Denisse Viridiana Velarde-Osuna,MX,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5052492230,M. Rivera,PA,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5083567791,Roohallah Alizadehsani,AU,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5031929045,Solomon Sunday Oyelere,FI,Information Systems,4,0,1,0,1,0,0,0,0,2,0,0
A5062872897,Sadiq Hussain,IN,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5113000830,Senthil Kumar Jagatheesaperumal,IN,Computer Networks and Communications,4,0,1,0,2,0,1,0,0,0,0,0
A5045737319,Renê Ripardo Calixto,BR,Computational Theory and Mathematics,2,0,1,0,1,0,0,0,0,0,0,0
A5017529726,Mohamed Rahouti,US,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5076824950,Mohamad Roshanzamir,IR,Computational Theory and Mathematics,1,0,1,0,0,0,0,0,0,0,0,0
A5045093520,Victor Hugo C. de Albuquerque,BR,Computer Vision and Pattern Recognition,137,34,3,1,26,3,62,0,2,3,3,0
A5102752329,Matheus Cezimbra Barbieri,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5012548285,Bruno Iochins Grisci,BR,Artificial Intelligence,5,3,1,0,0,0,0,0,0,0,0,1
A5026741733,Márcio Dorn,BR,Artificial Intelligence,16,8,8,0,0,0,0,0,0,0,0,0
A5008226082,Isabella Alvim Guedes,BR,Computational Theory and Mathematics,5,0,5,0,0,0,0,0,0,0,0,0
A5043275555,Matheus Müller Pereira da Silva,BR,Computational Theory and Mathematics,3,1,2,0,0,0,0,0,0,0,0,0
A5078237425,Marcelo Galheigo,BR,Computational Theory and Mathematics,2,0,1,0,0,0,0,0,0,1,0,0
A5046141558,Eduardo Krempser,BR,Computational Theory and Mathematics,5,1,3,0,0,0,0,0,0,1,0,0
